iata,name,city,country_code
ZKG,Kégashka Airport,Côte-Nord-du-Golfe-du-Saint-Laurent,CA
YDN,Dauphin Barker Airport,Dauphin,CA
YDA,Dawson City Airport,Dawson City,CA
YDL,Dease Lake Airport,Dease Lake,CA
YDF,Deer Lake Airport,Deer Lake,CA
YVZ,Deer Lake Airport,Deer Lake,CA
YWJ,Déline Airport,Déline,CA
ZEM,Eastmain River Airport,Eastmain River,CA
YEG,Edmonton International Airport,Edmonton,CA
YFO,Flin Flon Airport,Flin Flon,CA
ZFD,Fond-du-Lac Airport,Fond-du-Lac,CA
YFA,Fort Albany Airport,Fort Albany,CA
YPY,Fort Chipewyan Airport,Fort Chipewyan,CA
YAG,Fort Frances Municipal Airport,Fort Frances,CA
YGH,Fort Good Hope Airport,Fort Good Hope,CA
YFH,Fort Hope Airport,Fort Hope,CA
YMM,Fort McMurray International Airport,Fort McMurray,CA
ZFM,Fort Mcpherson Airport,Fort Mcpherson,CA
YYE,Fort Nelson Airport,Fort Nelson,CA
YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,CA
YER,Fort Severn Airport,Fort Severn,CA
YFS,Fort Simpson Airport,Fort Simpson,CA
YSM,Fort Smith Airport,Fort Smith,CA
YFC,Fredericton International Airport,Fredericton,CA
SYF,Silva Bay Seaplane Base,Gabriola Island,CA
YMF,Montague Harbour Seaplane Base,Galiano Island,CA
YRA,Rae Lakes Airport,Gamètì,CA
YQX,Gander International Airport,Gander,CA
YGP,Michel-Pouliot Gaspé Airport,Gaspé,CA
YND,Ottawa / Gatineau Airport,Gatineau,CA
YGX,Gillam Airport,Gillam,CA
YHK,Gjoa Haven Airport,Gjoa Haven,CA
YGO,Gods Lake Narrows Airport,Gods Lake Narrows,CA
ZGI,Gods River Airport,Gods River,CA
YYR,Goose Bay Airport,Goose Bay,CA
YQU,Grande Prairie Airport,Grande Prairie,CA
YQA,Muskoka Airport,Gravenhurst,CA
YGZ,Grise Fiord Airport,Grise Fiord,CA
YHZ,Halifax / Stanfield International Airport,Halifax,CA
YHM,John C. Munro Hamilton International Airport,Hamilton,CA
YGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA
YHY,Hay River / Merlyn Carter Airport,Hay River,CA
YOJ,High Level Airport,High Level,CA
YHO,Hopedale Airport,Hopedale,CA
YGT,Igloolik Airport,Igloolik,CA
ILF,Ilford Airport,Ilford,CA
YPH,Inukjuak Airport,Inukjuak,CA
YEV,Inuvik Mike Zubko Airport,Inuvik,CA
YFB,Iqaluit Airport,Iqaluit,CA
YIV,Island Lake Airport,Island Lake,CA
YIK,Ivujivik Airport,Ivujivik,CA
YKA,Kamloops John Moose Fulton Field Regional Airport,Kamloops,CA
XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA
YWB,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,CA
YKG,Kangirsuk Airport,Kangirsuk,CA
XKS,Kasabonika Airport,Kasabonika,CA
ZKE,Kashechewan Airport,Kashechewan,CA
KEW,Keewaywin Airport,Keewaywin,CA
YLW,Kelowna International Airport,Kelowna,CA
YQK,Kenora Airport,Kenora,CA
YLC,Kimmirut Airport,Kimmirut,CA
KIF,Kingfisher Lake Airport,Kingfisher Lake,CA
YTE,Cape Dorset Airport,Kinngait,CA
YBB,Kugaaruk Airport,Kugaaruk,CA
YCO,Kugluktuk Airport,Kugluktuk,CA
YVP,Kuujjuaq Airport,Kuujjuaq,CA
YGW,Kuujjuarapik Airport,Kuujjuarapik,CA
YGL,La Grande Rivière Airport,La Grande Rivière,CA
YVC,La Ronge Airport,La Ronge,CA
ZLT,La Tabatière Airport,La Tabatière,CA
XLB,Lac Brochet Airport,Lac Brochet,CA
YLH,Lansdowne House Airport,Lansdowne House,CA
ZGS,La Romaine Airport,Le Golfe-du-Saint-Laurent,CA
YGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA
YQL,Lethbridge County Airport,Lethbridge,CA
YLL,Lloydminster Airport,Lloydminster,CA
YXU,London International Airport,London,CA
YSG,Lutselk'e Airport,Lutselk'e,CA
YYL,Lynn Lake Airport,Lynn Lake,CA
YMN,Makkovik Airport,Makkovik,CA
YAQ,Maple Bay Seaplane Base,Maple Bay,CA
YMH,Mary's Harbour Airport,Mary's Harbour,CA
ZMT,Masset Airport,Masset,CA
YXH,Medicine Hat Regional Airport,Medicine Hat,CA
YAV,Mayne Island Seaplane Base,Miners Bay,CA
YQM,Greater Moncton Roméo LeBlanc International Airport,Moncton,CA
YYY,Mont Joli Airport,Mont-Joli,CA
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA
YMX,Montreal Mirabel International Airport,Montréal,CA
YHU,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA
YMO,Moosonee Airport,Moosonee,CA
MSA,Muskrat Dam Airport,Muskrat Dam,CA
YDP,Nain Airport,Nain,CA
YQN,Nakina Airport,Nakina,CA
YCD,Nanaimo Airport,Nanaimo,CA
ZNA,Nanaimo Harbour Water Aerodrome,Nanaimo,CA
YNA,Natashquan Airport,Natashquan,CA
YNP,Natuashish Airport,Natuashish,CA
YNS,Nemiscau Airport,Nemiscau,CA
YCM,Niagara District Airport,Niagara-on-the-Lake,CA
YVQ,Norman Wells Airport,Norman Wells,CA
YYB,North Bay Jack Garland Airport,North Bay,CA
YNO,North Spirit Lake Airport,North Spirit Lake,CA
YNE,Norway House Airport,Norway House,CA
YOG,Ogoki Post Airport,Ogoki Post,CA
YOC,Old Crow Airport,Old Crow,CA
YRO,Ottawa / Rockcliffe Airport,Ottawa,CA
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,CA
YOH,Oxford House Airport,Oxford House,CA
YXP,Pangnirtung Airport,Pangnirtung,CA
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,CA
YPE,Peace River Airport,Peace River,CA
YPO,Peawanuck Airport,Peawanuck,CA
YYF,Penticton Airport,Penticton,CA
YPL,Pickle Lake Airport,Pickle Lake,CA
YPM,Pikangikum Airport,Pikangikum,CA
YNL,Points North Landing Airport,Points North Landing,CA
YIO,Pond Inlet Airport,Pond Inlet,CA
YHP,Poplar Hill Airport,Poplar Hill,CA
YZT,Port Hardy Airport,Port Hardy,CA
YHA,Port Hope Simpson Airport,Port Hope Simpson,CA
YMP,Port McNeill Airport,Port McNeill,CA
YPN,Port-Menier Airport,Port-Menier,CA
YSO,Postville Airport,Postville,CA
WPL,Powell Lake Seaplane Base,Powell River,CA
YPW,Powell River Airport,Powell River,CA
YPA,Prince Albert Glass Field,Prince Albert,CA
YXS,Prince George (Intl) Airport,Prince George,CA
YPR,Prince Rupert Airport,Prince Rupert,CA
XPK,Pukatawagan Airport,Pukatawagan,CA
YPX,Puvirnituq Airport,Puvirnituq,CA
YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,CA
XQU,Qualicum Beach Airport,Qualicum Beach,CA
YQC,Quaqtaq Airport,Quaqtaq,CA
YQB,Quebec Jean Lesage International Airport,Quebec,CA
YQZ,Quesnel Airport,Quesnel,CA
YRT,Rankin Inlet Airport,Rankin Inlet,CA
YRL,Red Lake Airport,Red Lake,CA
YRS,Red Sucker Lake Airport,Red Sucker Lake,CA
YQR,Regina International Airport,Regina,CA
YUT,Naujaat Airport,Repulse Bay,CA
YRB,Resolute Bay Airport,Resolute Bay,CA
YRG,Rigolet Airport,Rigolet,CA
YXK,Rimouski Airport,Rimouski,CA
YRJ,Roberval Airport,Roberval,CA
ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,CA
YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA
ZPB,Sachigo Lake Airport,Sachigo Lake,CA
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA
YBG,Saguenay-Bagotville Airport,Saguenay,CA
YSJ,Saint John Airport,Saint John,CA
YZG,Salluit Airport,Salluit,CA
YGG,Ganges Seaplane Base,Salt Spring Island,CA
YZP,Sandspit Airport,Sandspit,CA
ZSJ,Sandy Lake Airport,Sandy Lake,CA
YSK,Sanikiluaq Airport,Sanikiluaq,CA
YUX,Hall Beach Airport,Sanirajak,CA
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA
YAJ,Lyall Harbour Seaplane Base,Saturna Island,CA
YAM,Sault Ste Marie Airport,Sault Ste Marie,CA
YKL,Schefferville Airport,Schefferville,CA
YZV,Sept-Îles Airport,Sept-Îles,CA
ZTM,Shamattawa Airport,Shamattawa,CA
YXL,Sioux Lookout Airport,Sioux Lookout,CA
YYD,Smithers Airport,Smithers,CA
XSI,South Indian Lake Airport,South Indian Lake,CA
ZBF,Bathurst Airport,South Tetagouche,CA
YIF,St Augustin Airport,St-Augustin,CA
YAY,St. Anthony Airport,St. Anthony,CA
YYT,St. John's International Airport,St. John's,CA
YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,CA
YST,St. Theresa Point Airport,St. Theresa Point,CA
YJT,Stephenville Dymond International Airport,Stephenville,CA
YSF,Stony Rapids Airport,Stony Rapids,CA
YIG,Big Bay Seaplane Base,Stuart Island,CA
YSB,Sudbury Airport,Sudbury,CA
YTG,Sullivan Bay Seaplane Base,Sullivan Bay,CA
SUR,Summer Beaver Airport,Summer Beaver,CA
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA
XTL,Tadoule Lake Airport,Tadoule Lake,CA
YYH,Taloyoak Airport,Taloyoak,CA
YTQ,Tasiujaq Airport,Tasiujaq,CA
YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA
YQD,The Pas Airport,The Pas,CA
YBQ,Telegraph Harbour Seaplane Base,Thetis Island,CA
YTH,Thompson Airport,Thompson,CA
YQT,Thunder Bay International Airport,Thunder Bay,CA
YTS,Timmins/Victor M. Power,Timmins,CA
YAZ,Tofino / Long Beach Airport,Tofino,CA
YTP,Tofino Harbour Seaplane Base,Tofino,CA
YTZ,Billy Bishop Toronto City Airport,Toronto,CA
YYZ,Toronto Pearson International Airport,Toronto,CA
YZZ,Trail Regional Airport,Trail,CA
ZFN,Tulita Airport,Tulita,CA
ZTB,Tête-à-la-Baleine Airport,Tête-à-la-Baleine,CA
YHI,Ulukhaktok Holman Airport,Ulukhaktok,CA
YUD,Umiujaq Airport,Umiujaq,CA
YBE,Uranium City Airport,Uranium City,CA
YVO,Val-d'Or Airport,Val-d'Or,CA
CXH,Vancouver Harbour Water Aerodrome,Vancouver,CA
YVR,Vancouver International Airport,Vancouver,CA
YWH,Victoria Harbour Seaplane Base,Victoria,CA
YYJ,Victoria International Airport,Victoria,CA
YWK,Wabush Airport,Wabush,CA
YKQ,Waskaganish Airport,Waskaganish,CA
YQH,Watson Lake Airport,Watson Lake,CA
YWP,Webequie Airport,Webequie,CA
YFJ,Wekweètì Airport,Wekweètì,CA
YNC,Wemindji Airport,Wemindji,CA
YXN,Whale Cove Airport,Whale Cove,CA
YLE,Whatì Airport,Whatì,CA
YWS,Whistler/Green Lake Water Aerodrome,Whistler,CA
YZU,Whitecourt Airport,Whitecourt,CA
YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA
YVV,Wiarton Airport,Wiarton,CA
YWM,Williams Harbour Airport,Williams Harbour,CA
YWL,Williams Lake Airport,Williams Lake,CA
YQG,Windsor International Airport,Windsor,CA
YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA
ZWL,Wollaston Lake Airport,Wollaston Lake,CA
WNN,Wunnumin Lake Airport,Wunnumin Lake,CA
YZF,Yellowknife International Airport,Yellowknife,CA
CCK,Cocos (Keeling) Islands Airport,West Island,CC
FDU,Bandundu Airport,Bandundu,CD
BNB,Boende Airport,Boende,CD
BUX,Bunia Airport,Bunia,CD
BDT,Gbadolite Airport,Gbadolite,CD
GMA,Gemena Airport,Gemena,CD
GOM,Goma International Airport,Goma,CD
PFR,Ilebo Airport,Ilebo,CD
INO,Inongo Airport,Inongo,CD
IRP,Matari Airport,Isiro,CD
FMI,Kalemie Airport,Kalemie,CD
KMN,Kamina City Airport,Kamina,CD
KGA,Kananga Airport,Kananga,CD
KKW,Kikwit Airport,Kikwit,CD
KND,Kindu Airport,Kindu,CD
FIH,Ndjili International Airport,Kinshasa,CD
FKI,Bangoka International Airport,Kisangani,CD
KWZ,Kolwezi Airport,Kolwezi,CD
FBM,Lubumbashi International Airport,Lubumbashi,CD
MDK,Mbandaka Airport,Mbandaka,CD
MJM,Mbuji Mayi Airport,Mbuji Mayi,CD
BGF,Bangui M'Poko International Airport,Bangui,CF
BZV,Maya-Maya International Airport,Brazzaville,CG
PNR,Antonio Agostinho-Neto International Airport,Pointe Noire,CG
LUG,Lugano Airport,Agno,CH
BRN,Bern Airport,Bern,CH
GVA,Geneva Cointrin International Airport,Geneva,CH
ACH,Sankt Gallen Altenrhein Airport,St. Gallen,CH
ZRH,Zürich Airport,Zurich,CH
ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI
BYK,Bouaké Airport,Bouaké,CI
HGO,Korhogo Airport,Korhogo,CI
SPY,San Pedro Airport,nan,CI
AIT,Aitutaki Airport,Aitutaki,CK
AIU,Enua Airport,Atiu Island,CK
RAR,Rarotonga International Airport,Avarua,CK
MHX,Manihiki Island Airport,Manihiki Island,CK
MUK,Mauke Airport,Mauke Island,CK
MOI,Mitiaro Island Airport,Mitiaro Island,CK
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,CL
ARI,Chacalluta Airport,Arica,CL
BBA,Balmaceda Airport,Balmaceda,CL
CJC,El Loa Airport,Calama,CL
CCP,Carriel Sur International Airport,Concepcion,CL
CPO,Desierto de Atacama Airport,Copiapo,CL
MHC,Mocopulli Airport,Dalcahue,CL
ESR,Ricardo García Posada Airport,El Salvador,CL
IQQ,Diego Aracena Airport,Iquique,CL
IPC,Mataveri International Airport,Isla De Pascua,CL
LSC,La Florida Airport,La Serena-Coquimbo,CL
ZOS,Cañal Bajo Carlos Hott Siebert Airport,Osorno,CL
ZPC,Pucón Airport,Pucon,CL
PMC,El Tepual International Airport,Puerto Montt,CL
PNT,Lieutenant Julio Gallardo Airport,Puerto Natales,CL
PUQ,President Carlos Ibáñez International Airport,Punta Arenas,CL
SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,CL
ZCO,La Araucanía Airport,Temuco,CL
ZAL,Pichoy Airport,Valdivia,CL
DLA,Douala International Airport,Douala,CM
GOU,Garoua International Airport,Garoua,CM
MVR,Salak Airport,Maroua,CM
NGE,N'Gaoundéré Airport,N'Gaoundéré,CM
NSI,Yaoundé Nsimalen International Airport,Yaoundé,CM
AKU,Aksu Hongqipo Airport,Aksu (Onsu),CN
AAT,Altay Xuedu Airport,Altay,CN
AKA,Ankang Fuqiang Airport,Ankang (Hanbin),CN
AQG,Anqing Tianzhushan Airport / Anqing North Air Base,Anqing,CN
AOG,Anshan Teng'ao Airport / Anshan Air Base,Anshan,CN
AVA,Anshun Huangguoshu Airport,Anshun (Xixiu),CN
HQQ,Anyang Hongqiqu Airport,Anyang,CN
ACF,Aral Tarim Airport,Aral,CN
YIE,Arxan Yi'ershi Airport,Arxan,CN
RHT,Alxa Right Banner Badanjilin Airport,Badanjilin,CN
DBC,Baicheng Chang'an Airport,Baicheng,CN
AEB,Baise (Bose) Bama Airport,Baise (Tianyang),CN
NBS,Changbaishan Airport,Baishan,CN
BPX,Qamdo Bangda Airport,Bangda,CN
BSD,Baoshan Yunrui Airport,Baoshan (Longyang),CN
TCZ,Tengchong Tuofeng Airport,Baoshan (Tengchong),CN
BAV,Baotou Donghe International Airport,Baotou,CN
RLK,Bayannur Tianjitai Airport,Bavannur,CN
AXF,Alxa Left Banner Bayanhot Airport,Bayanhot,CN
BZX,Bazhong Enyang Airport,Bazhong (Enyang),CN
BHY,Beihai Fucheng Airport,Beihai (Yinhai),CN
PEK,Beijing Capital International Airport,Beijing,CN
PKX,Beijing Daxing International Airport,Beijing,CN
BFJ,Bijie Feixiong Airport,Bijie,CN
BPL,Bole Alashankou Airport,Bole,CN
KJI,Burqin Kanas Airport,Burqin,CN
CGQ,Changchun Longjia International Airport,Changchun,CN
CGD,Changde Taohuayuan Airport,Changde (Dingcheng),CN
CSX,Changsha Huanghua International Airport,Changsha (Changsha),CN
CIH,Changzhi Wangcun Airport,Changzhi,CN
CZX,Changzhou Benniu International Airport,Changzhou,CN
CDE,Chengde Puning Airport,Chengde,CN
TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),CN
CTU,Chengdu Shuangliu International Airport,Chengdu (Shuangliu),CN
HCZ,Chenzhou Beihu Airport,Chenzhou,CN
CIF,Chifeng Yulong Airport,Chifeng,CN
JUH,Chizhou Jiuhuashan Airport,Chizhou,CN
CKG,Chongqing Jiangbei International Airport,Chongqing,CN
DLU,Dali Fengyi Airport,Dali (Xiaguan),CN
CNI,Changhai Dachangshandao Airport,Dalian (Changhai),CN
DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),CN
DDG,Dandong Langtou International Airport,Dandong (Zhenxing),CN
DQA,Daqing Sartu Airport,Daqing,CN
DAT,Datong Yungang International Airport,Datong,CN
DZH,Dazhou Jinya Airport,Dazhou (Dachuan),CN
DAX,Dachuan Airport,Dazhou (Daxian),CN
LUM,Dehong Mangshi International Airport,Dehong (Mangshi),CN
HXD,Delingha Airport,Delingha,CN
DIG,Diqing Shangri-La Airport,Diqing (Shangri-La),CN
DOY,Dongying Shengli Airport,Dongying (Kenli),CN
DNH,Dunhuang Mogao International Airport,Dunhuang,CN
ENH,Enshi Xujiaping Airport,Enshi (Enshi),CN
ERL,Erenhot Saiwusu International Airport,Erenhot,CN
EHU,Ezhou Huahu Airport,Ezhou,CN
FUO,Foshan Shadi Airport,Foshan (Nanhai),CN
FYJ,Fuyuan Dongji Airport,Fuyuan,CN
FYN,Fuyun Koktokay Airport,Fuyun,CN
FOC,Fuzhou Changle International Airport,Fuzhou (Changle),CN
GXH,Gannan Xiahe Airport,Gannan (Xiahe),CN
KOW,Ganzhou Huangjin Airport,Ganzhou,CN
DCY,Daocheng Yading Airport,Garzê (Daocheng),CN
GZG,Garze Gesar Airport,Garzê (Garzê),CN
KGT,Kangding Airport,Garzê (Kangding),CN
GOQ,Golmud Airport,Golmud,CN
GMQ,Golog Maqên Airport,Golog (Maqên),CN
GYS,Guangyuan Panlong Airport,Guangyuan (Lizhou),CN
CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),CN
KWL,Guilin Liangjiang International Airport,Guilin (Lingui),CN
KWE,Guiyang Longdongbao International Airport,Guiyang (Nanming),CN
GYU,Guyuan Liupanshan Airport,Guyuan (Yuanzhou),CN
HBQ,Haibei Qilian Airport,Haibei (Qilian),CN
XNN,Xining Caojiabao International Airport,Haidong (Huzhu Tu Autonomous County),CN
HAK,Haikou Meilan International Airport,Haikou (Meilan),CN
HLD,Hulunbuir Hailar Airport,Hailar,CN
HMI,Hami Airport,Hami,CN
HDG,Handan Airport,Handan,CN
HGH,Hangzhou Xiaoshan International Airport,Hangzhou,CN
HZG,Hanzhong Chenggu Airport,Hanzhong (Chenggu),CN
HRB,Harbin Taiping International Airport,Harbin,CN
HCJ,Hechi Jinchengjiang Airport,Hechi (Jinchengjiang),CN
HFE,Hefei Xinqiao International Airport,Hefei,CN
HEK,Heihe Aihui Airport,Heihe,CN
DTU,Wudalianchi Dedu Airport,Heihe,CN
HJB,Hejing Bayinbuluke Airport,Hejing,CN
HNY,Hengyang Nanyue Airport,Hengyang,CN
HZA,Heze Mudan Airport,Heze (Dingtao),CN
HET,Hohhot Baita International Airport,Hohhot,CN
HUO,Holingol Huolinhe Airport,Holingol,CN
HTN,Hotan Airport,Hotan,CN
YTW,Yutian Wanfang Airport,Hotan (Yutian),CN
HIA,Huai'an Lianshui International Airport,Huai'an,CN
HJJ,Huaihua Zhijiang Airport,Huaihua,CN
TXN,Tunxi International Airport,Huangshan,CN
HUZ,Huizhou Pingtan Airport,Huizhou (Pingtan),CN
YIN,Yining Airport,Ili (Yining / Ghulja),CN
JGS,Jinggangshan Airport,Ji'an,CN
JGD,Daxing'anling Elunchun Airport,Jiagedaqi,CN
JMU,Jiamusi Songjiang International Airport,Jiamusi,CN
JSJ,Jiansanjiang Shidi Airport,Jiansanjiang,CN
JGN,Jiayuguan International Airport,Jiayuguan,CN
SWA,Jieyang Chaoshan International Airport,Jieyang (Rongcheng),CN
TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),CN
JIC,Jinchang Jinchuan Airport,Jinchang,CN
JDZ,Jingdezhen Luojia Airport,Jingdezhen,CN
JHG,Xishuangbanna Gasa International Airport,Jinghong (Gasa),CN
SHS,Jingzhou Shashi Airport,Jingzhou (Shashi),CN
YIW,Yiwu Airport,Jinhua (Yiwu),CN
JNG,Jining Da'an Airport,Jining,CN
JNZ,Jinzhou Bay Airport,Jinzhou (Linghai),CN
JIU,Jiujiang Lushan Airport,Jiujiang,CN
JXA,Jixi Xingkaihu Airport,Jixi,CN
KJH,Kaili Huangping Airport,Kaili  (Huangping),CN
KRY,Karamay Airport,Karamay,CN
KHG,Kashgar Laining International Airport,Kashgar,CN
KRL,Korla Licheng Airport,Korla,CN
KMG,Kunming Changshui International Airport,Kunming,CN
KCA,Kuqa Qiuci Airport,Kuqa,CN
LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),CN
XIC,Xichang Qingshan Airport,Liangshan (Xichang),CN
LYG,Lianyungang Huaguoshan International Airport,Lianyungang,CN
LJG,Lijiang Sanyi International Airport,Lijiang (Gucheng),CN
LNJ,Lincang Boshang Airport,Lincang,CN
CWJ,Cangyuan Washan Airport,Lincang (Cangyuan),CN
LFQ,Linfen Yaodu Airport,Linfen (Yaodu),CN
LYI,Linyi Qiyang Airport,Linyi (Hedong),CN
HZH,Liping Airport,Liping,CN
LPF,Liupanshui Yuezhao Airport,Liupanshui (Zhongshan),CN
LZH,Liuzhou Bailian Airport / Bailian Air Base,Liuzhou (Liujiang),CN
LNL,Longnan Chengzhou Airport,Longnan (Cheng),CN
LCX,Liancheng Guanzhishan Airport,Longyan (Liancheng),CN
LYA,Luoyang Beijiao Airport,Luoyang (Laocheng),CN
LZO,Luzhou Yunlong Airport,Luzhou (Yunlong),CN
LLV,Lüliang Dawu Airport,Lüliang,CN
NZH,Manzhouli Xijiao Airport,Manzhouli,CN
MXZ,Meizhou Meixian Changgangji International Airport,Meizhou (Meixian),CN
HTT,Huatugou Airport,Mengnai,CN
MIG,Mianyang Nanjiao Airport,Mianyang (Fucheng),CN
OHE,Mohe Gulian Airport,Mohe,CN
MDG,Mudanjiang Hailang International Airport,Mudanjiang,CN
KHN,Nanchang Changbei International Airport,Nanchang,CN
NAO,Nanchong Gaoping Airport,Nanchong (Gaoping),CN
LZG,Langzhong Gucheng Airport,Nanchong (Langzhong),CN
NKG,Nanjing Lukou International Airport,Nanjing,CN
NNG,Nanning Wuxu International Airport,Nanning (Jiangnan),CN
NTG,Nantong Xingdong International Airport,Nantong (Tongzhou),CN
NNY,Nanyang Jiangying Airport,Nanyang (Wancheng),CN
JZH,Jiuzhai Huanglong Airport,Ngawa (Songpan),CN
NGB,Ningbo Lishe International Airport,Ningbo,CN
NLH,Ninglang Luguhu Airport,Ninglang,CN
LZY,Nyingchi Mainling Airport,Nyingchi (Mainling),CN
DSN,Ordos Ejin Horo International Airport,Ordos,CN
PZI,Panzhihua Bao'anying Airport,Panzhihua (Renhe),CN
SYM,Pu'er Simao Airport,Pu'er,CN
JMJ,Lancang Jingmai Airport,Pu'er (Lancang),CN
YSQ,Songyuan Chaganhu Airport,Qian Gorlos Mongol Autonomous County,CN
JIQ,Qianjiang Wulingshan Airport,Qianjiang,CN
LLB,Libo Airport,Qiannan (Libo),CN
IQM,Qiemo Yudu Airport,Qiemo,CN
TAO,Qingdao Jiaodong International Airport,Qingdao (Jiaozhou),CN
IQN,Qingyang Xifeng Airport,Qingyang (Xifeng),CN
BPE,Qinhuangdao Beidaihe Airport,Qinhuangdao (Changli),CN
BAR,Qionghai Bo'ao Airport,Qionghai (Basuo),CN
NDG,Qiqihar Sanjiazi Airport,Qiqihar,CN
JBK,Qitai Jiangbulake Airport,Qitai,CN
JJN,Quanzhou Jinjiang International Airport,Quanzhou,CN
JUZ,Quzhou Airport,Quzhou (Kezheng),CN
RIZ,Rizhao Shanzihe Airport,Rizhao (Donggang),CN
RQA,Ruoqiang Loulan Airport,Ruoqiang Town,CN
SQJ,Sanming Shaxian Airport,Sanming (Sha),CN
SYX,Sanya Phoenix International Airport,Sanya (Tianya),CN
QSZ,Shache Airport,Shache,CN
SHA,Shanghai Hongqiao International Airport,Shanghai (Minhang),CN
PVG,Shanghai Pudong International Airport,Shanghai (Pudong),CN
SQD,Shangrao Sanqingshan Airport,Shangrao (Hengfeng),CN
LGZ,Shannan Longzi Airport,Shannan,CN
LXA,Lhasa Gonggar International Airport,Shannan (Gonggar),CN
HSC,Shaoguan Danxia Airport,Shaoguan,CN
WGN,Shaoyang Wugang Airport,Shaoyang (Wugang),CN
HPG,Shennongjia Hongping Airport,Shennongjia (Hongping),CN
SHE,Shenyang Taoxian International Airport,Shenyang,CN
SZX,Shenzhen Bao'an International Airport,Shenzhen,CN
SHF,Shihezi Huayuan Airport,Shihezi,CN
SJW,Shijiazhuang Zhengding International Airport,Shijiazhuang,CN
NGQ,Ngari Gunsa Airport,Shiquanhe,CN
WDS,Shiyan Wudangshan Airport,Shiyan (Maojian),CN
CHG,Chaoyang Airport,"Shuangta, Chaoyang",CN
TCG,Tacheng Qianquan Airport,Tacheng,CN
TYN,Taiyuan Wusu International Airport,Taiyuan,CN
HYN,Taizhou Luqiao Airport,Taizhou (Luqiao),CN
WUZ,Wuzhou Xijiang Airport,Tangbu,CN
TVS,Tangshan Sannühe Airport,Tangshan (Fengrun),CN
